	AVR_1	MOCK_1	VIR_1	AVR_12	MOCK_12	VIR_12	AVR_6	MOCK_6	VIR_6
	Time: 1	Time: 1	Time: 1	Time: 12	Time: 12	Time: 12	Time: 6	Time: 6	Time: 6
	Treatment: AVR	Treatment: MOCK	Treatment: VIR	Treatment: AVR	Treatment: MOCK	Treatment: VIR	Treatment: AVR	Treatment: MOCK	Treatment: VIR
Gene: at1g29930	0.6816039782350009	0.8886456646798296	1.783933359199029	-1.2758189982198191	0.2401808168821339	-0.27963054820782335	-0.7913766306642014	-0.17921262125189966	-1.06832502065225
Gene: at1g67090	-0.3038430614128797	0.6139883362026043	0.17084376127141113	-0.7321227782115491	2.223592503582263	0.25743014199977265	-1.1030848655220398	-0.33620983881741995	-0.7905941990921601
Gene: at2g34420	0.5754771085971363	1.1954462165016984	1.1320420640707494	-1.2351625286508152	-0.7068494396761204	-0.9592632409714111	-0.35428643370249735	1.1315692145815448	-0.7789729607502865
Gene: at1g79040	1.3202775623991172	1.6951959194056194	-0.46744856169187265	-0.9378775093263129	-0.06188145649216546	-1.069396381016487	-0.47226540025782665	0.6729231801385797	-0.6795273531586485
Gene: at3g15353	0.17641078864882512	-0.7262089037285132	-1.0713725885875458	1.6961216763023803	-0.4472955410620174	-0.9914981412608131	1.1966863786156827	-0.5439810443970178	0.7111373754690139
Gene: at5g15970	1.364510775828691	0.8383548892708739	1.1342815279094718	-1.15558401869238	-1.4259560263331994	-0.8489913179942079	0.023747037922589607	0.2024147764886906	-0.13277764440052978
Gene: at5g38410	0.7026028170066237	1.6384799497359002	0.43420064791120166	-1.0842878544417356	0.8980923685825106	-0.8595525568524208	-1.0932178642839805	0.18906239978543313	-0.8253799074435331
Gene: at2g25510	-0.6441405498093852	-1.0532629768425363	-1.171504439131737	2.125151339825492	0.5871342100105592	-0.29181652329014834	0.3024942696932419	-0.0928483746178269	0.2387930441623401
Gene: at2g39730	-0.09369103698625793	0.8790339792677191	-0.46499101484381317	-0.49837535438114317	2.231463982442781	0.004170000847892214	-1.0659332303445876	-0.22514316037145185	-0.7665341656311407
Gene: at3g47470	0.7756396575574636	1.6604887917297861	1.2970458518902528	-0.9194564315170329	-0.7575239907102681	-0.8401940155868346	-0.5290509911801418	0.055160180258379446	-0.7421090524416054
Gene: at5g54270	0.9210916535468783	1.7950837893474088	1.114343640599195	-0.8221588983569383	-0.7536363289025664	-0.7925095573287776	-0.5410959419301893	-0.23863136967754497	-0.682486987297465
Gene: at1g31580	-0.8349905814999349	-0.8390333786117169	-1.4568192557995887	1.816219348693507	0.24355510894852364	-0.3286078714699945	0.8500709211737902	0.013189935078969931	0.5364157734864458
Gene: at1g29910	1.0113528608783469	1.6520249019403765	1.1388402598336969	-0.9149099087540606	-0.8116336020321103	-0.8401888882121067	-0.3975727291773546	-0.07241476184243217	-0.7654981326343556
Gene: at2g21660	-0.6816957129778246	-0.9424826006872543	-0.23316003296295276	-0.791685684591299	-0.4666256419273248	-0.5126519440094773	0.9505167168871949	2.044791932218996	0.6329929680499441
Gene: at2g34430	0.3008106619164541	1.12072727448726	2.0921764395084623	-0.9060174125728051	-0.615884957139253	-0.5322065258120521	-0.5789605359399865	-0.25338346055971905	-0.6272614838883599
Gene: at1g78380	-0.7730257521772165	-0.8206901745859086	-0.8870650471932452	1.4372169837651136	-0.6423673686998461	-0.09317299228665822	1.8280205191789107	-0.2613645109786655	0.21244834297751425
Gene: at4g10340	0.7138647555772889	1.3362459439898555	1.7257744815044278	-0.9160554416022126	-0.390043274043354	-0.6681191136369724	-0.7174389485229467	-0.23684580407226566	-0.8473825991938202
Gene: at1g08380	0.9066984368595395	1.621567126973328	0.733975725643916	-0.92107383072958	-0.41758090607268156	-1.0731897168438682	-0.6008892789268139	0.724662407044155	-0.9741699639479965
Gene: at3g09390	-1.3552400450265318	-1.5505157468509865	-0.5487973792998323	0.6865742094824452	0.19207474443881978	-0.23871933546582502	0.6677581969562819	1.3402346310228483	0.8066307247427813
Gene: at5g38420	0.6368199018878278	1.910085434463653	-0.3750308404526269	-0.9935120807664283	1.1072051187944263	-0.7330611297789738	-0.9199587813504008	-0.25048833551141225	-0.38205928728606486
Gene: at1g29920	0.7415244514143419	1.7181506915875018	1.394392845298087	-0.7279452224368856	-0.7220501789403011	-0.7199526201723845	-0.5664996140114592	-0.41967650007068447	-0.697943852668216
Gene: at1g61520	0.7767051824440371	1.4512966933873248	1.4145519694574835	-1.0966326507055513	-0.6099157107948738	-0.8125766758612412	-0.5867426287225502	0.2637967201164592	-0.8004828993210874
Gene: at3g54890	0.8611407588978537	1.5574649637685285	1.3721650438601216	-0.9710452570686213	-0.7829676536605826	-0.733135094828845	-0.5625859322013822	-0.006253713048587832	-0.7347831157184828
Gene: at1g20440	1.2548205837898683	1.2168367483963642	1.4877085331488895	-0.8290119608895375	-0.820537574654609	-0.6114157338430318	-0.709085908805292	-0.4451073326112256	-0.5442073545314254
Gene: at5g42530	-0.8969930931000885	-0.8236928414010736	-0.9141646598793045	2.096149398021124	0.5311247994909631	-0.6669956184115099	0.01253813422158537	0.7440035187008944	-0.08196963764258965
Gene: at2g05520	-1.3915462790661244	-1.5776938074960536	-0.22229678327156313	0.031153354944373178	1.266818514570971	0.6779948457600643	-0.39741603762565725	0.7866573097267012	0.8263288824572899
Gene: at4g05320	1.3692381597978276	0.9359420259263143	0.6817207526530948	0.7203803725089268	-0.5911187671323193	-0.41727319812053865	-0.15396918574638782	-1.7623346461233087	-0.782585513763612
Gene: at1g31330	0.7063603829418762	1.143020469871457	1.7833435639934492	-0.9970198068181881	-0.38142047147384966	-0.8710066829788479	-0.6371945633497469	0.09156886482262154	-0.8376517570087689
Gene: at5g54770	-0.909820802153615	-0.8100046797570563	-0.9725152845516394	-0.6012769770280741	1.765849094205678	0.027634067070850716	-0.0651996201454689	1.4385730802554328	0.12676112210389606
Gene: at3g60420	-0.7297099201150956	-0.7663301115404273	-0.7644140180860187	0.8784341105817399	-0.59566954471239	0.33265642022289005	2.172899492872315	-0.5785680226538209	0.05070159343080652
Gene: at2g36830	-0.6478572382144996	-0.6222628626712768	-0.5758431037435041	-0.6816751413499065	0.5018486245470499	2.3965988902809996	-0.607826812522543	0.07542024106216307	0.1615974026115157
Gene: at2g41430	1.1055174433032813	0.9661796531104561	1.7860686957781466	-0.7192183646707334	-0.6851895403052163	-0.8014859871735154	-0.7092321888448908	-0.2740231066226722	-0.6686166045748556
Gene: at4g21960	-1.092324065138237	-1.2407978047723371	-1.1041601182899576	0.4528937908210938	1.8745909405913155	0.3598255776893004	0.3070657191579009	0.16217081426437804	0.2807351456765433
Gene: at5g38430	-1.0126115227968964	-0.5340755027443274	-1.197028131808133	-0.2868858612794746	2.1042993531058545	0.05909997644618326	-0.1712263903253257	0.8142970161994727	0.2241310632026476
Gene: at3g45140	-0.09531911973170662	-0.9099269391380779	-0.5119835771281216	-0.9365268187223682	-0.47479358487150486	2.0129653006980477	-0.5469420767752268	0.2967284053679789	1.165798410300982
Gene: at4g12800	0.9698619389168852	1.3022533694270966	1.1770685554163811	-1.2050750652871292	-0.4724247766431147	-0.9984497687226072	-0.4914333140720108	0.5748187446578921	-0.8566196836933936
Gene: at1g55670	1.0196412058252884	1.4214868617449585	1.2847372142968716	-1.1725230593672118	-0.19483767308858474	-0.8661100636815912	-0.6615979371392972	-0.0010220958923531473	-0.8297744526980797
Gene: at2g38540	-1.068320951533568	-1.0143511537051948	-1.0596663995356594	-0.5560118225967804	0.4823200959748222	1.3151950526511713	-0.26241162779884497	0.9661004198352868	1.197146386708766
Gene: at2g05380	-1.3114845656552534	-1.4019436546810775	-1.1798429893151454	0.6891497894560947	0.9721428235835153	0.46315401550207563	0.35980630738885566	0.4164942299486481	0.992524043772286
Gene: at1g75750	-0.8438547564488337	-0.838032760987764	-0.8398812361280207	0.06220995650575483	2.1570871086378722	0.07851910039289098	-0.571175175159426	-0.13853054481315247	0.9336583080006784
Gene: at5g66570	0.5792818729039415	1.0505529235114914	1.1547172838793784	-1.1122710601690404	1.0625363161421488	-0.583617979636126	-1.03029308251309	0.08411629551478265	-1.205022569633487
Gene: at3g25760	1.3073553068061838	1.0466423210149363	1.5661625997833026	-0.8650907508075562	-0.8084187043248623	-0.40931457073995614	-0.7698515209806429	-0.606551344061389	-0.4609333366900173
Gene: at5g42650	1.43075193429478	1.5331005119101047	0.8989041766109799	-0.8610075258682636	-0.806865236147378	-0.4561241093212129	-0.8579126267748788	-0.6277046724853266	-0.2531424522188051
Gene: at1g06680	0.5510739890522305	1.518358665994679	0.8282249527705062	-1.2096888498293996	0.3797419233678656	-0.9014324075333722	-0.8763035442536179	0.7137517827205955	-1.0037265122894874
Gene: at2g30570	1.1603655235148354	1.5956888500744943	1.0508983573421753	-0.8857274975487861	-0.5507295853165245	-0.9545917851566882	-0.6097238219801314	-0.011201281477767487	-0.7949787594516075
Gene: at5g01530	0.46071583971069846	1.2502611139617053	1.3010973630052232	-1.2611094585513387	0.6525593358168285	-0.5452680840061892	-0.9035775071247238	0.21042073980564305	-1.1650993426178475
Gene: at2g42540	0.8766521250099851	1.2329879648249633	1.1306009513843758	-1.1803441092417082	-1.1410277530120294	-0.9977170379804583	-0.22084563786358596	0.7193581574558717	-0.4196646605774135
Gene: at1g02930	0.9590000816345818	-0.07134357721604123	2.2155822847191344	-0.6640295751846051	-0.745798462402856	-0.8429401682581918	0.07551513457973162	-0.573215397797796	-0.35277032007395853
Gene: at1g30380	0.9206464868002524	1.7584534161676253	0.5916952079923464	-1.1083692955930462	-0.024376951006248874	-0.888997673193766	-0.6731012577249369	0.4440873086984694	-1.0200372421406965
Gene: at5g52310	1.2720847534923574	1.087244386537467	1.5912464263028132	-0.7840635042599057	-0.7860167343671661	-0.6403099710409225	-0.678814680428447	-0.5081369050307109	-0.5532337712054853
Gene: at2g06520	0.7561000863844646	1.7768216884102954	0.5058158155502398	-0.8778613192387621	0.3411046074797369	-0.9943839869953585	-0.9537537356965442	0.45675343049698236	-1.0105965863910549
Gene: at3g61430	-0.5699841579016945	-0.5748759101409227	-0.5098259424980868	-0.32173260123263264	-0.10992849787054158	2.5258897014758697	-0.4880453499576336	-0.3938597355267493	0.4423624936523907
Gene: at3g61470	0.28172753522321764	0.9172870370851507	1.2460906428063967	-1.22182753312973	1.1431074099219354	-0.5266908699817923	-1.0298168040711522	0.3234288108135942	-1.1333062286676208
Gene: at5g64040	0.9777104745834957	1.4181795926515104	1.4622205381947817	-0.8696105203601031	-0.2522845796776208	-0.796992167406263	-0.8212256796612749	-0.2941191504002093	-0.8238785079243152
Gene: at3g25770	1.2733940828839918	0.7620519791636197	1.6870531802126534	-1.0896691520960717	-0.9538173695483783	-0.16543615301934655	-0.7060195619592061	-0.36812376183346157	-0.43943324380380194
Gene: at1g20450	1.2625816120890536	1.3587495258068727	1.3650375091646367	-0.7556428575742405	-0.785721352863514	-0.5818017685852791	-0.7083268444291682	-0.5988449727151197	-0.5560308508932409
Gene: at4g28750	0.9543475331150554	1.4484268244933174	1.3425745081250098	-0.9649544034436479	-0.09676482290926224	-0.7334373714282336	-0.8126288188044533	-0.11992066410931655	-1.0176427850384706
Gene: at2g24850	-0.27701560203185727	-0.8472216520897832	-0.776096793240514	0.9498761927761477	-0.8537899911914268	0.9723240446412337	1.7265554257515565	-1.0153558229851078	0.12072419836975155
Gene: at1g54410	0.024382340601489173	-0.6792783208514828	-0.015210279975590253	-0.6007362135397688	-0.2818838126210911	-1.187684865876246	0.32387439588690997	2.3619792859102215	0.05455747046555449
Gene: at3g22235	-0.8144824601717559	-0.664903703832662	-0.9594296747839904	1.7816183956892724	-0.6312900089922058	-0.6318981239748793	1.1925258193055979	0.7608063837223291	-0.032946626961704514
Gene: at3g41768	-0.8085971594328873	0.05451178138295768	-1.1464053768731075	1.6419823162266172	-0.2079968594186712	0.11971798854711273	1.52817175761361	-0.24276316056065134	-0.9386212874849792
Gene: at4g38970	-0.1000450503655113	1.1696805400054506	-0.9830019500848234	-0.751795242770212	1.9473589657073	0.22888996602757555	-0.8936816196562499	0.049410489931368	-0.6668160987948961
Gene: at3g01500	0.8500716007262317	1.8479287104952256	0.20278708962863087	-0.9704694278863767	0.7326589699986541	-0.4523415283538835	-1.0221163083818656	-0.15426430598103122	-1.0342548002455851
Gene: at2g14610	-0.45603524132207157	-0.45625653921786424	-0.4599694663891075	2.6435143657404034	-0.1383815953692171	-0.2658569709709188	-0.1883685047629978	-0.4587579426062982	-0.21988810510192808
Gene: at1g60950	-0.8848655364228545	-0.17672803279057445	-0.6190370008775715	-0.40460052551411096	2.3719263159936594	0.3160211080140693	-0.7297684617476632	0.4949973124735988	-0.3679451791285552
Gene: at2g05100	0.7595180570176794	2.165018225959799	0.6981274239455656	-0.6536508320704569	-0.6319156057963585	-0.6331596336231596	-0.6535987997877993	-0.37994302287404896	-0.6703958127712213
Gene: at1g20340	-0.6210003704551669	0.8229863984775723	-0.08456555196040563	-1.0253451524229753	1.7314417021688693	-0.3464066141528098	-0.8920907275886297	1.1767037066096366	-0.7617233906760922
Gene: at1g01470	1.0934786852324914	1.0243176183043328	1.7315443360864862	-0.8701208330716917	-0.9081159748448	-0.27513552323611357	-0.7059305311595759	-0.603834095338572	-0.486203681972558
